,Entity,Iteration,Probability,Relation,Value
572,concept:country:america,1113,0.9375,concept:countryhascompanyoffice,concept:automobilemaker:westfield
573,concept:country:america,1114,1.0,concept:countryhascompanyoffice,concept:automobilemaker:nissan
574,concept:country:america,1113,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:reva
575,concept:country:america,1113,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:yugo
576,concept:country:america,1114,0.99951171875,concept:countryhascompanyoffice,concept:company:uk_
577,concept:country:america,1114,0.9999990463256836,concept:countryhascompanyoffice,concept:automobilemaker:china
578,concept:country:america,1114,1.0,concept:countryhascompanyoffice,concept:company:alps
579,concept:country:america,1113,0.99951171875,concept:countryhascompanyoffice,concept:automobilemaker:daimler_ag
580,concept:country:america,1114,0.96875,concept:countryhascompanyoffice,concept:bank:citicorp
581,concept:country:america,1114,0.9999991019518506,concept:countryhascompanyoffice,concept:automobilemaker:chrysler
582,concept:country:america,1114,0.9998779296875,concept:countryhascompanyoffice,concept:automobilemaker:alfa_romeo
583,concept:country:america,1113,0.9999999999999727,concept:countryhascompanyoffice,concept:bank:j_p__morgan_securities_inc_
584,concept:country:america,1113,0.9994407775150903,concept:countryhascompanyoffice,concept:automobilemaker:vauxhall
585,concept:country:america,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:saab
586,concept:country:america,1114,0.9999995623115543,concept:countryhascompanyoffice,concept:automobilemaker:chevrolet
587,concept:country:america,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:daimler_benz
588,concept:country:america,1113,0.96875,concept:countryhascompanyoffice,concept:automobilemaker:venturi
589,concept:country:america,1114,1.0,concept:countryhascompanyoffice,concept:automobilemaker:mini
590,concept:country:america,1114,0.9999980506352724,concept:countryhascompanyoffice,concept:automobilemaker:lotus
591,concept:country:america,1115,0.999999999998181,concept:countryhascompanyoffice,concept:company:asia
592,concept:country:america,1114,0.9375,concept:countryhascompanyoffice,concept:website:northeastern
593,concept:country:america,1114,0.96875,concept:countryhascompanyoffice,concept:geopoliticallocation:pacific
594,concept:country:america,1114,1.0,concept:countryhascompanyoffice,concept:automobilemaker:rolls_royce
595,concept:country:america,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:citroen
596,concept:country:america,1114,0.999999967039454,concept:countryhascompanyoffice,concept:automobilemaker:jaguar
597,concept:country:america,1114,0.9999947315934341,concept:countryhascompanyoffice,concept:company:ford
598,concept:country:america,1113,0.9999999999998412,concept:countryhascompanyoffice,concept:bank:renault_sa
599,concept:country:america,1113,0.9921875,concept:countryhascompanyoffice,concept:automobilemaker:opel
600,concept:country:america,1113,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:jensen
601,concept:country:america,1114,0.9375,concept:countryhascompanyoffice,concept:company:aig
602,concept:country:america,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:volvo
603,concept:country:america,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:bentley
604,concept:country:america,1113,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:gmc
605,concept:country:america,1113,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:mahindra
606,concept:country:america,1115,1.0,concept:countryhascompanyoffice,concept:bank:chase
607,concept:country:america,1113,0.9995741964707328,concept:countryhascompanyoffice,concept:automobilemaker:maserati
608,concept:country:america,1113,0.995930281424277,concept:countryhascompanyoffice,concept:automobilemaker:ariel
609,concept:country:america,1114,0.9989525128202341,concept:countryhascompanyoffice,concept:bank:citigroup
610,concept:country:america,1113,0.9999999999999727,concept:countryhascompanyoffice,concept:bank:j_p__morgan_securities
611,concept:country:america,1114,0.9999992275281849,concept:countryhascompanyoffice,concept:automobilemaker:mazda
612,concept:country:america,1113,1.0,concept:countryhascompanyoffice,concept:biotechcompany:toronto
613,concept:country:america,1115,0.9921875,concept:countryhascompanyoffice,concept:bank:barclays
614,concept:country:america,1113,0.9961142205037516,concept:countryhascompanyoffice,concept:automobilemaker:mg
615,concept:country:america,1113,0.984375,concept:countryhascompanyoffice,concept:automobilemaker:ssangyong
616,concept:country:america,1114,0.9990541486195662,concept:countryhascompanyoffice,concept:automobilemaker:jeep
617,concept:country:america,1113,1.0,concept:countryhascompanyoffice,concept:automobilemaker:peugeot
618,concept:country:america,1114,1.0,concept:countryhascompanyoffice,concept:automobilemaker:fiat
619,concept:company:charlotte,1108,0.9375,concept:companyeconomicsector,concept:economicsector:insurance
620,concept:bank:halifax,1109,0.9375,concept:companyeconomicsector,concept:economicsector:insurance
621,concept:country:china,1114,0.9375,concept:countryhascompanyoffice,concept:bank:industrial___commercial_bank
622,concept:country:china,1111,0.9921875,concept:countryhascompanyoffice,concept:magazine:people
623,concept:country:china,1111,0.9999999997365534,concept:countryhascompanyoffice,concept:company:hong_kong_disneyland
624,concept:country:china,1114,1.0,concept:countryhascompanyoffice,concept:bank:china_construction_bank
625,concept:country:china,1111,0.9375,concept:countryhascompanyoffice,concept:bank:china_development_bank
626,concept:country:china,1114,0.9375,concept:countryhascompanyoffice,concept:bank:standard_chartered
627,concept:country:china,1111,0.99609375,concept:countryhascompanyoffice,concept:bank:peoples
628,concept:country:china,1111,0.998046875,concept:countryhascompanyoffice,concept:bank:icbc
629,concept:country:china,1111,0.999403016550052,concept:countryhascompanyoffice,concept:bank:hsbc
630,concept:country:china,1114,1.0,concept:countryhascompanyoffice,concept:company:national
631,concept:country:china,1114,0.96875,concept:countryhascompanyoffice,concept:publication:popular
632,concept:country:china,1111,1.0,concept:countryhascompanyoffice,concept:company:the_national
633,concept:country:china,1115,1.0,concept:countryhascompanyoffice,concept:biotechcompany:google
634,concept:website:fox,1115,0.9999999999302632,concept:companyceo,concept:ceo:roger_ailes
635,concept:website:twitter,1115,0.96875,concept:companyceo,concept:ceo:evan_williams
636,concept:website:twitter,1115,0.9375,concept:companyeconomicsector,concept:economicsector:consumer
637,concept:country:nigeria,1103,0.9375,concept:countryhascompanyoffice,concept:bank:commonwealth
638,concept:city:shanghai,1114,0.9999225510163998,concept:cityhascompanyoffice,concept:company:china_eastern
639,concept:city:shanghai,1115,0.9375,concept:cityhascompanyoffice,concept:company:delta
640,concept:company:activision,1115,1.0,concept:companyceo,concept:ceo:bobby_kotick
641,concept:country:prussia,1108,0.96875,concept:countryhascompanyoffice,concept:bank:royal
642,concept:agent:warburg_pincus,1109,0.9482801433405879,concept:companyeconomicsector,concept:economicsector:equity
643,concept:city:fairfield,1114,1.0,concept:cityhascompanyoffice,concept:biotechcompany:general_electric
644,concept:city:fairfield,1113,1.0,concept:cityhascompanyoffice,concept:company:general_electric_co_
645,concept:city:paris,1103,0.9375,concept:cityhascompanyoffice,concept:company:air_canada
646,concept:city:paris,1109,0.984375,concept:cityhascompanyoffice,concept:company:alitalia
647,concept:city:paris,1103,1.0,concept:cityhascompanyoffice,concept:blog:af
648,concept:city:paris,1103,0.99609375,concept:cityhascompanyoffice,concept:newspaper:times
649,concept:city:paris,1103,0.96875,concept:cityhascompanyoffice,concept:company:twa
650,concept:city:paris,1103,0.9375,concept:cityhascompanyoffice,concept:company:corsair
651,concept:city:paris,1115,0.99951171875,concept:cityhascompanyoffice,concept:company:delta
652,concept:city:paris,1115,0.96875,concept:cityhascompanyoffice,concept:biotechcompany:continental
653,concept:city:paris,1115,0.96875,concept:cityhascompanyoffice,concept:biotechcompany:sony_corp
654,concept:city:paris,1111,0.9375,concept:cityhascompanyoffice,concept:company:air_madagascar
655,concept:city:paris,1114,0.9921875,concept:cityhascompanyoffice,concept:company:ryanair
656,concept:city:paris,1114,1.0,concept:cityhascompanyoffice,concept:company:air_france001
657,concept:city:albany,1114,0.9999999990686774,concept:cityhascompanyoffice,concept:company:national
658,concept:city:albany,1103,0.9375,concept:cityhascompanyoffice,concept:transportation:southwest
659,concept:agent:friends,1094,0.998046875,concept:companyeconomicsector,concept:economicsector:insurance
660,concept:city:san_diego,1104,1.0,concept:cityhascompanyoffice,concept:televisionstation:kusi
661,concept:city:san_diego,1104,0.999755859375,concept:cityhascompanyoffice,concept:televisionstation:kzdf
662,concept:city:san_diego,1104,0.999925561710818,concept:cityhascompanyoffice,concept:televisionstation:xhdtv
663,concept:city:san_diego,1104,0.9999618328904283,concept:cityhascompanyoffice,concept:televisionstation:kdtf
664,concept:city:san_diego,1104,0.9990234375,concept:cityhascompanyoffice,concept:televisionstation:kbnt
665,concept:city:san_diego,1114,0.9999999998835847,concept:cityhascompanyoffice,concept:company:national
666,concept:city:san_diego,1115,1.0,concept:cityhascompanyoffice,concept:televisionstation:xetv
667,concept:city:san_diego,1104,0.984375,concept:cityhascompanyoffice,concept:company:american_airlines001
668,concept:city:san_diego,1104,0.9999354222461972,concept:cityhascompanyoffice,concept:transportation:southwest
669,concept:city:san_diego,1108,0.999755859375,concept:cityhascompanyoffice,concept:televisionstation:kgtv_tv
670,concept:city:san_diego,1108,0.9990234375,concept:cityhascompanyoffice,concept:radiostation:kswb
671,concept:city:san_diego,1106,0.9990234375,concept:cityhascompanyoffice,concept:radiostation:kpbs
672,concept:city:san_diego,1108,0.9999531196637779,concept:cityhascompanyoffice,concept:televisionstation:knsd
673,concept:city:san_diego,1115,1.0,concept:cityhascompanyoffice,concept:radiostation:kfmb
674,concept:biotechcompany:google,1115,0.984375,concept:companyalsoknownas,concept:biotechcompany:sony_corp
675,concept:biotechcompany:google,1115,0.9375,concept:companyalsoknownas,concept:company:android_apple
676,concept:biotechcompany:google,1115,1.0,concept:companyalsoknownas,concept:retailstore:google
677,concept:biotechcompany:google,1115,1.0,concept:companyceo,concept:ceo:eric_schmidt
678,concept:biotechcompany:google,1115,1.0,concept:companyeconomicsector,concept:economicsector:consumer
679,concept:biotechcompany:google,1115,1.0,concept:companyeconomicsector,concept:economicsector:internet
680,concept:park:the_walt_disney_co_,1115,0.9375,concept:companyalsoknownas,concept:park:disneyland_resort
681,concept:park:the_walt_disney_co_,1115,1.0,concept:companyceo,concept:ceo:robert_iger
682,concept:country:kazakhstan,1114,0.9999999999915009,concept:countryhascompanyoffice,concept:company:national
683,concept:company:arco,960,0.9999999995145115,concept:companyeconomicsector,concept:politicsissue:energy
684,concept:televisionstation:ga,1105,0.96875,concept:companyeconomicsector,concept:economicsector:insurance
685,concept:country:panama,1114,0.9999847412109375,concept:countryhascompanyoffice,concept:company:national
686,concept:city:birmingham,1114,0.9375,concept:cityhascompanyoffice,concept:company:klm
687,concept:city:birmingham,1114,1.0,concept:cityhascompanyoffice,concept:company:ryanair
688,concept:city:birmingham,1114,0.9981306410501677,concept:cityhascompanyoffice,concept:company:air_france001
689,concept:city:munich,1113,0.9375,concept:cityhascompanyoffice,concept:company:air_berlin
690,concept:city:vienna,1103,0.9375,concept:cityhascompanyoffice,concept:company:aer_lingus
691,concept:city:vienna,1103,0.9978239695071505,concept:cityhascompanyoffice,concept:company:austrian_airlines
692,concept:country:mexico,1114,1.0,concept:countryhascompanyoffice,concept:company:blockbuster_express
693,concept:country:mexico,1105,1.0,concept:countryhascompanyoffice,concept:company:sabritas
694,concept:country:mexico,1114,1.0,concept:countryhascompanyoffice,concept:company:national
695,concept:country:mauritius,1114,0.984375,concept:countryhascompanyoffice,concept:company:national
696,concept:city:leh,1114,0.9375,concept:cityhascompanyoffice,concept:company:jet_airways
697,concept:country:vietnam,1114,0.9999999997671694,concept:countryhascompanyoffice,concept:company:national
698,concept:country:vietnam,1114,0.9375,concept:countryhascompanyoffice,concept:company:u_s
699,concept:website:youtube,1115,0.999974049338966,concept:companyceo,concept:ceo:chad_hurley
700,concept:website:youtube,1111,0.9998779296875,concept:companyeconomicsector,concept:economicsector:media
701,concept:website:yahoo,1115,1.0,concept:companyceo,concept:person:terry_s__semel
702,concept:website:yahoo,1115,0.9375,concept:companyeconomicsector,concept:economicsector:advertising
703,concept:country:india,1115,1.0,concept:countryhascompanyoffice,concept:bank:deutsche_bank
704,concept:country:india,1115,1.0,concept:countryhascompanyoffice,concept:bank:bank_america
705,concept:country:india,1115,1.0,concept:countryhascompanyoffice,concept:bank:kotak_mahindra
706,concept:country:india,1115,1.0,concept:countryhascompanyoffice,concept:bank:standard_chartered
707,concept:country:india,1115,0.9999999999999367,concept:countryhascompanyoffice,concept:bank:reliance
708,concept:country:india,1115,0.9999999992766115,concept:countryhascompanyoffice,concept:bank:reliance_industries_limited
709,concept:country:india,1115,0.9999999981869239,concept:countryhascompanyoffice,concept:bank:morgan_stanley
710,concept:country:india,1115,0.9999894144362151,concept:countryhascompanyoffice,concept:bank:icici_bank
711,concept:country:india,1115,0.9998346745164796,concept:countryhascompanyoffice,concept:bank:canara_bank
712,concept:country:india,1115,0.9995558492998767,concept:countryhascompanyoffice,concept:bank:sbi
713,concept:country:india,1115,0.9988704559350228,concept:countryhascompanyoffice,concept:bank:hdfc
714,concept:country:india,1115,0.9949797979835227,concept:countryhascompanyoffice,concept:bank:icici
715,concept:country:india,1115,0.984375,concept:countryhascompanyoffice,concept:bank:indian_bank
716,concept:country:india,1115,0.984375,concept:countryhascompanyoffice,concept:bank:uco_bank
717,concept:country:india,1115,0.984375,concept:countryhascompanyoffice,concept:bank:oriental_bank_of_commerce
718,concept:country:india,1115,0.984375,concept:countryhascompanyoffice,concept:bank:commonwealth
719,concept:country:india,1115,0.96875,concept:countryhascompanyoffice,concept:bank:allahabad_bank
720,concept:country:india,1115,0.96875,concept:countryhascompanyoffice,concept:bank:axis_bank
721,concept:country:india,1115,0.9445689204849845,concept:countryhascompanyoffice,concept:bank:principal
722,concept:country:india,1115,0.9375,concept:countryhascompanyoffice,concept:bank:hsbc
723,concept:country:india,1115,0.9375,concept:countryhascompanyoffice,concept:bank:vijaya_bank
724,concept:country:india,1115,0.9375,concept:countryhascompanyoffice,concept:bank:idbi
725,concept:country:india,1115,1.0,concept:countryhascompanyoffice,concept:company:national
726,concept:country:india,1115,0.9966908379703908,concept:countryhascompanyoffice,concept:company:uco
727,concept:country:india,1115,0.99609375,concept:countryhascompanyoffice,concept:company:the_national
728,concept:country:taiwan,1110,0.96875,concept:countryhascompanyoffice,concept:bank:hsbc
729,concept:country:taiwan,1114,0.9999999925494194,concept:countryhascompanyoffice,concept:company:national
730,concept:organization:cambridge,1114,0.9375,concept:companyeconomicsector,concept:economicsector:insurance
731,concept:city:nashville,1115,0.9375,concept:cityhascompanyoffice,concept:televisionstation:wsmv
732,concept:city:nashville,1115,0.9953952073660298,concept:cityhascompanyoffice,concept:televisionstation:wtvf_tv
733,concept:city:nashville,1115,0.9921279134957822,concept:cityhascompanyoffice,concept:transportation:southwest
734,concept:blog:wordpress,1115,0.9921875,concept:companyceo,concept:ceo:matt_mullenweg
735,concept:country:kenya,1114,0.9999999998835847,concept:countryhascompanyoffice,concept:company:national
736,concept:country:burundi,1114,0.99609375,concept:countryhascompanyoffice,concept:company:national
737,concept:country:rwanda,1114,0.99993896484375,concept:countryhascompanyoffice,concept:company:national
738,concept:city:san_francisco,1112,0.99993896484375,concept:cityhascompanyoffice,concept:company:virgin_america
739,concept:city:san_francisco,1112,0.9999914800939963,concept:cityhascompanyoffice,concept:televisionstation:kgo
740,concept:city:san_francisco,1112,0.998046875,concept:cityhascompanyoffice,concept:newspaper:times
741,concept:city:san_francisco,1112,0.9375,concept:cityhascompanyoffice,concept:biotechcompany:forest
742,concept:city:san_francisco,1112,1.0,concept:cityhascompanyoffice,concept:televisionstation:kbcw
743,concept:city:san_francisco,1115,0.9921875,concept:cityhascompanyoffice,concept:company:delta
744,concept:city:san_francisco,1115,0.9375,concept:cityhascompanyoffice,concept:company:northwest_airlines
745,concept:city:san_francisco,1115,0.9375,concept:cityhascompanyoffice,concept:biotechcompany:continental
746,concept:city:san_francisco,1112,0.96875,concept:cityhascompanyoffice,concept:website:daily_news
747,concept:city:san_francisco,1112,0.9999923706054688,concept:cityhascompanyoffice,concept:televisionstation:kqed_tv
748,concept:city:san_francisco,1114,0.999999999996362,concept:cityhascompanyoffice,concept:company:national
749,concept:city:san_francisco,1115,0.9998779296875,concept:cityhascompanyoffice,concept:company:kron
750,concept:city:san_francisco,1114,0.96875,concept:cityhascompanyoffice,concept:company:uk__british_airways
751,concept:city:san_francisco,1112,0.999755859375,concept:cityhascompanyoffice,concept:company:american_airlines001
752,concept:city:san_francisco,1112,0.9999458108382825,concept:cityhascompanyoffice,concept:company:virgin001
753,concept:city:san_francisco,1114,0.9375,concept:cityhascompanyoffice,concept:company:japan_airlines
754,concept:city:san_francisco,1114,1.0,concept:cityhascompanyoffice,concept:company:air_france001
755,concept:city:san_francisco,1112,0.9990234375,concept:cityhascompanyoffice,concept:website:kftl
756,concept:city:san_francisco,1112,0.9999388713049641,concept:cityhascompanyoffice,concept:televisionstation:ktvu
757,concept:city:san_francisco,1115,0.999755859375,concept:cityhascompanyoffice,concept:radiostation:kpix
758,concept:city:san_francisco,1112,0.9998560954991593,concept:cityhascompanyoffice,concept:televisionstation:kdtv
759,concept:televisionstation:wqhs_tv,1103,0.9999997331615121,concept:companyeconomicsector,concept:economicsector:media
760,concept:televisionstation:wltv,1103,0.9999997324408872,concept:companyeconomicsector,concept:economicsector:media
761,concept:televisionstation:wvea_tv,1103,0.999999732969346,concept:companyeconomicsector,concept:economicsector:media
762,concept:televisionstation:wuvn_tv,1103,0.9999997346919884,concept:companyeconomicsector,concept:economicsector:media
763,concept:televisionstation:wuni,1115,0.9999997329573902,concept:companyeconomicsector,concept:economicsector:media
764,concept:televisionstation:wuvg_tv,1103,0.9999997336169985,concept:companyeconomicsector,concept:economicsector:media
765,concept:televisionstation:weta_tv,1115,0.984375,concept:companyceo,concept:personafrica:richard_taylor
766,concept:televisionstation:kwex_tv,1103,0.9999997334132249,concept:companyeconomicsector,concept:economicsector:media
767,concept:televisionstation:kqet,1103,0.9999999975168934,concept:companyeconomicsector,concept:economicsector:media
768,concept:televisionstation:kuvs,1110,0.9999997533494516,concept:companyeconomicsector,concept:economicsector:media
769,concept:televisionstation:kuvn,1110,0.999999733939763,concept:companyeconomicsector,concept:economicsector:media
770,concept:televisionstation:kdtv,1103,0.9999997538035479,concept:companyeconomicsector,concept:economicsector:media
771,concept:televisionstation:kets_tv,1108,0.9999999980277241,concept:companyeconomicsector,concept:economicsector:media
772,concept:televisionstation:kxln_tv,1103,0.999999734166939,concept:companyeconomicsector,concept:economicsector:media
773,concept:televisionstation:ktvw_tv,1103,0.9999997338682816,concept:companyeconomicsector,concept:economicsector:media
774,concept:televisionstation:wuvp_tv,1110,0.9999997334728961,concept:companyeconomicsector,concept:economicsector:media
775,concept:televisionstation:kmex_tv,1103,0.9999998728702237,concept:companyeconomicsector,concept:economicsector:media
776,concept:televisionstation:kldo_tv,1103,0.9999997322482019,concept:companyeconomicsector,concept:economicsector:media
777,concept:park:disneyland_resort,1115,0.9375,concept:companyalsoknownas,concept:park:the_walt_disney_co_
778,concept:bank:new_york_stock_exchange,1113,1.0,concept:companyalsoknownas,concept:museum:nyse
779,concept:hotel:four_seasons,1103,0.9375,concept:companyeconomicsector,concept:economicsector:hospitality
780,concept:hotel:hilton,1114,0.950355007528567,concept:companyeconomicsector,concept:economicsector:hospitality
781,concept:hotel:marriot_hotels,1115,1.0,concept:companyeconomicsector,concept:economicsector:hospitality
782,concept:hotel:carlyle_group,1115,0.9375,concept:companyceo,concept:ceo:david_rubenstein
783,concept:retailstore:united_parcel,1115,0.9375,concept:companyalsoknownas,concept:transportation:ups_ground
784,concept:company:lowe_s,1115,1.0,concept:companyalsoknownas,concept:company:low
785,concept:company:lowe_s,1115,0.96875,concept:companyceo,concept:ceo:robert_niblock
786,concept:transportation:ups_ground,1115,1.0,concept:companyalsoknownas,concept:company:united_parcel_b
787,concept:transportation:ups_ground,1115,0.9375,concept:companyalsoknownas,concept:retailstore:united_parcel
788,concept:transportation:ups_ground,1115,0.96875,concept:companyceo,concept:ceo:michael_eskew
789,concept:building:frontier,1115,0.96875,concept:companyceo,concept:female:jeff_potter
790,concept:creditunion:bad_credit_auto_loan,1114,0.9998779296875,concept:companyeconomicsector,concept:economicsector:loans
791,concept:company:burger_king_hldgs,1115,1.0,concept:companyceo,concept:ceo:john_chidsey
792,concept:company:costco,1115,0.999707179904151,concept:companyceo,concept:ceo:jim_sinegal
793,concept:company:ford,1115,1.0,concept:companyalsoknownas,concept:biotechcompany:ibm
794,concept:company:ford,1115,0.99999999996014,concept:companyceo,concept:ceo:henry_ford
795,concept:company:ford,1114,0.9927295273262106,concept:companyeconomicsector,concept:economicsector:automobile
796,concept:company:ford,1114,1.0,concept:companyeconomicsector,concept:economicsector:automotive
797,concept:company:ford,1114,0.9998445424928605,concept:companyeconomicsector,concept:economicsector:auto
798,concept:recordlabel:giant,1115,0.9921875,concept:companyceo,concept:ceo:irving_azoff
799,concept:bank:american_express,1115,1.0,concept:companyceo,concept:ceo:ken_chenault
800,concept:bank:american_express,1114,0.9512431082929274,concept:companyeconomicsector,concept:economicsector:financial_services
801,concept:bank:bank_america,1115,0.9972810357279941,concept:companyceo,concept:ceo:kenneth_lewis
802,concept:company:nike,1115,1.0,concept:companyceo,concept:ceo:philip_knight
803,concept:company:nike,1110,0.96875,concept:companyeconomicsector,concept:economicsector:sporting_goods
804,concept:company:dunkin_donuts,1115,1.0,concept:companyceo,concept:ceo:jon_l__luther
805,concept:bank:united_states_postal_service,1111,0.9375,concept:companyalsoknownas,concept:retailstore:usps
806,concept:retailstore:usps,1111,0.9375,concept:companyalsoknownas,concept:bank:united_states_postal_service
807,concept:company:state_farm,1115,0.9999862005811622,concept:companyeconomicsector,concept:economicsector:insurance
808,concept:caf_:starbucks_coffee_company,1115,1.0,concept:companyalsoknownas,concept:company:sbux
809,concept:retailstore:ikea,1115,0.96875,concept:companyceo,concept:personeurope:ingvar_kamprad
810,concept:company:dominos_pizza,1115,1.0,concept:companyceo,concept:professor:david_brandon
811,concept:retailstore:ebay,1115,0.96875,concept:companyceo,concept:ceo:john_donahoe
812,concept:retailstore:ebay,1115,0.9971023902538493,concept:companyeconomicsector,concept:economicsector:internet
813,concept:retailstore:ebay,1115,0.96875,concept:companyeconomicsector,concept:economicsector:consumer
814,concept:retailstore:walmart,1115,1.0,concept:companyalsoknownas,concept:retailstore:wal_mart_stores
815,concept:retailstore:walmart,1115,0.96875,concept:companyceo,concept:ceo:sam_walton
816,concept:retailstore:progressive,1114,0.9375,concept:companyeconomicsector,concept:economicsector:car_insurance
817,concept:retailstore:progressive,1114,0.9990234375,concept:companyeconomicsector,concept:economicsector:insurance
818,concept:company:apple_computer_inc__windows,1115,0.9375,concept:companyalsoknownas,concept:biotechcompany:microsoft
819,concept:company:blockbuster_express,1113,0.9375,concept:companyalsoknownas,concept:bank:bb
820,concept:company:blockbuster_express,1115,1.0,concept:companyceo,concept:ceo:antioco
821,concept:stadiumoreventvenue:qwest_field,1115,1.0,concept:companyceo,concept:ceo:richard_notebaert
822,concept:stadiumoreventvenue:raymond_james_stadium,1112,0.96875,concept:companyeconomicsector,concept:economicsector:investment
823,concept:museum:nyse,1113,1.0,concept:companyalsoknownas,concept:bank:new_york_stock_exchange
824,concept:museum:nyse,1115,1.0,concept:companyceo,concept:ceo:john_thain
825,concept:city:green_bay,1114,0.9921875,concept:cityhascompanyoffice,concept:company:national
826,concept:city:rio,1114,0.99609375,concept:cityhascompanyoffice,concept:company:air_france001
827,concept:city:burbank,1110,0.9999999997228489,concept:cityhascompanyoffice,concept:company:disney_feature_animation
828,concept:city:burbank,1114,0.9990234375,concept:cityhascompanyoffice,concept:company:national
829,concept:city:burbank,1107,0.9999999994149906,concept:cityhascompanyoffice,concept:company:warner_bros_
830,concept:city:burbank,1114,1.0,concept:cityhascompanyoffice,concept:park:disney_world
831,concept:city:burbank,1103,0.9375,concept:cityhascompanyoffice,concept:transportation:southwest
832,concept:city:burbank,1115,0.9999999999992961,concept:cityhascompanyoffice,concept:company:the_walt_disney_company
833,concept:city:caldwell,1114,1.0,concept:cityhascompanyoffice,concept:company:national
834,concept:city:brunei,1114,0.9375,concept:cityhascompanyoffice,concept:company:royal_brunei_airlines
835,concept:city:anchorage,1103,0.9375,concept:cityhascompanyoffice,concept:company:era_aviation
836,concept:city:anchorage,1114,0.96875,concept:cityhascompanyoffice,concept:company:national
837,concept:city:anchorage,1110,0.9635389331411848,concept:cityhascompanyoffice,concept:televisionstation:ktuu
838,concept:city:harare,1103,0.9689276658299906,concept:cityhascompanyoffice,concept:company:air_zimbabwe
839,concept:city:panama_city,1106,0.9375,concept:cityhascompanyoffice,concept:company:aeroperlas
840,concept:city:panama_city,1106,0.96875,concept:cityhascompanyoffice,concept:company:copa_airlines
841,concept:city:prague,1114,0.9375,concept:cityhascompanyoffice,concept:company:ryanair
842,concept:city:fort_wayne,1114,0.998046875,concept:cityhascompanyoffice,concept:company:national
843,concept:city:hudson,1107,0.9375,concept:cityhascompanyoffice,concept:company:usair
844,concept:city:hudson,1114,0.9999999999999958,concept:cityhascompanyoffice,concept:company:uk__british_airways
845,concept:city:belmont,1114,0.99993896484375,concept:cityhascompanyoffice,concept:company:national
846,concept:city:montebello,1114,0.99609375,concept:cityhascompanyoffice,concept:company:national
847,concept:city:ridgefield,1115,0.9375,concept:cityhascompanyoffice,concept:biotechcompany:boehringer_ingelheim
848,concept:city:perpignan,1114,1.0,concept:cityhascompanyoffice,concept:company:ryanair
849,concept:city:honolulu,1103,0.984375,concept:cityhascompanyoffice,concept:automobilemaker:acura
850,concept:city:honolulu,1114,1.0,concept:cityhascompanyoffice,concept:company:national
851,concept:city:honolulu,1112,0.96875,concept:cityhascompanyoffice,concept:company:air_pacific
852,concept:city:honolulu,1114,1.0,concept:cityhascompanyoffice,concept:transportation:continental_airlines
853,concept:city:palm_beach,1107,1.0,concept:cityhascompanyoffice,concept:newspaper:times
854,concept:city:stamford,1114,0.9977422693082626,concept:cityhascompanyoffice,concept:biotechcompany:xerox
855,concept:city:stamford,1103,1.0,concept:cityhascompanyoffice,concept:company:wwe
856,concept:city:new_delhi,1114,0.9375,concept:cityhascompanyoffice,concept:company:jet_airways
857,concept:city:newark,1114,0.9999775216737803,concept:cityhascompanyoffice,concept:bank:prudential
858,concept:city:newark,1103,1.0,concept:cityhascompanyoffice,concept:automobilemaker:acura
859,concept:city:newark,1115,1.0,concept:cityhascompanyoffice,concept:biotechcompany:continental
860,concept:city:newark,1114,0.9375,concept:cityhascompanyoffice,concept:company:sas
861,concept:city:newark,1114,1.0,concept:cityhascompanyoffice,concept:company:uk__british_airways
862,concept:city:newark,1103,0.96875,concept:cityhascompanyoffice,concept:company:american_airlines001
863,concept:city:danbury,1114,0.9998779296875,concept:cityhascompanyoffice,concept:company:national
864,concept:city:orange,1114,0.9999999990686774,concept:cityhascompanyoffice,concept:company:national
865,concept:city:tokyo,1113,0.9997655024931685,concept:cityhascompanyoffice,concept:newspaper:times
866,concept:city:tokyo,1115,1.0,concept:cityhascompanyoffice,concept:company:northwest_airlines
867,concept:city:tokyo,1115,0.9903999675883035,concept:cityhascompanyoffice,concept:company:ntt_communications
868,concept:city:tokyo,1114,0.9375,concept:cityhascompanyoffice,concept:company:singapore_airlines
869,concept:city:tokyo,1113,0.9375,concept:cityhascompanyoffice,concept:company:finnair
870,concept:city:tokyo,1113,0.998046875,concept:cityhascompanyoffice,concept:company:american_airlines001
871,concept:city:tokyo,1114,0.9998779296875,concept:cityhascompanyoffice,concept:company:japan_airlines
872,concept:city:auckland,1114,0.9004076969964099,concept:cityhascompanyoffice,concept:company:singapore_airlines
873,concept:city:auckland,1114,0.96875,concept:cityhascompanyoffice,concept:company:emirates
874,concept:city:auckland,1114,0.9999999999417923,concept:cityhascompanyoffice,concept:company:air_new_zealand
875,concept:city:haifa,1115,0.9999999999998326,concept:cityhascompanyoffice,concept:biotechcompany:ibm
